"Study","XML_FileName","rwlFile","status","error","nSeries","nCells","firstYear","lastYear","precision","nGaps","nGapCells","nRenamed","events","nWarnings","warnings"
"CA560","noaa-tree-2862.xml","./data_files/treering/measurements/northamerica/usa/ca560.rwl","ok",NA,22,7690,1513,1983,NA,NA,NA,NA,"",0,""
"SPAI057","noaa-tree-2863.xml","./data_files/treering/measurements/europe/spai057.rwl","ok",NA,22,1945,1874,2001,NA,NA,NA,NA,"",0,""
"SPAI054","noaa-tree-2864.xml","./data_files/treering/measurements/europe/spai054.rwl","ok",NA,38,2099,1916,1999,NA,NA,NA,NA,"",0,""
"SPAI055","noaa-tree-2865.xml","./data_files/treering/measurements/europe/spai055.rwl","ok",NA,31,2163,1920,1999,NA,NA,NA,NA,"",0,""
"SPAI059","noaa-tree-2866.xml","./data_files/treering/measurements/europe/spai059.rwl","ok",NA,31,1951,1907,2001,NA,NA,NA,NA,"",0,""
"SPAI056","noaa-tree-2867.xml","./data_files/treering/measurements/europe/spai056.rwl","ok",NA,13,1182,1882,1999,NA,NA,NA,NA,"",0,""
"BRIT045","noaa-tree-2868.xml","./data_files/treering/measurements/europe/brit045.rwl","ok",NA,5,1086,936,1240,NA,NA,NA,NA,"",0,""
"BRIT046","noaa-tree-2869.xml","./data_files/treering/measurements/europe/brit046.rwl","ok",NA,26,4668,839,1200,NA,NA,NA,NA,"",0,""
"BRIT047","noaa-tree-2870.xml","./data_files/treering/measurements/europe/brit047.rwl","ok",NA,7,865,901,1127,NA,NA,NA,NA,"",0,""
"CO586","noaa-tree-2871.xml","./data_files/treering/measurements/northamerica/usa/co586.rwl","ok",NA,40,16653,1224,1992,NA,NA,NA,NA,"",0,""
"CO587","noaa-tree-2872.xml","./data_files/treering/measurements/northamerica/usa/co587.rwl","ok",NA,19,7214,1395,1992,NA,NA,NA,NA,"",0,""
"NE004","noaa-tree-2873.xml","./data_files/treering/measurements/northamerica/usa/ne004.rwl","ok",NA,46,6712,1589,1997,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/ne004.rwl, series nix011 is entered as 2 separately terminated records that share no year: 1679-1739, 1755-1908. They have been read as one series with a 15-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CA608","noaa-tree-2874.xml","./data_files/treering/measurements/northamerica/usa/ca608.rwl","ok",NA,19,2450,1760,1997,NA,NA,NA,NA,"",0,""
"WY030","noaa-tree-2875.xml","./data_files/treering/measurements/northamerica/usa/wy030.rwl","ok",NA,23,10777,1097,1999,NA,NA,NA,NA,"",0,""
"WA011","noaa-tree-2876.xml","./data_files/treering/measurements/northamerica/usa/wa011.rwl","ok",NA,24,6341,1632,1975,NA,NA,NA,NA,"",0,""
"WA039","noaa-tree-2877.xml","./data_files/treering/measurements/northamerica/usa/wa039.rwl","ok",NA,28,12528,1331,1976,NA,NA,NA,NA,"",0,""
"WA037","noaa-tree-2878.xml","./data_files/treering/measurements/northamerica/usa/wa037.rwl","ok",NA,20,4284,1648,1975,NA,NA,NA,NA,"",0,""
"WA003","noaa-tree-2879.xml","./data_files/treering/measurements/northamerica/usa/wa003.rwl","ok",NA,24,3610,1743,1975,NA,NA,NA,NA,"",0,""
"WA031","noaa-tree-2880.xml","./data_files/treering/measurements/northamerica/usa/wa031.rwl","ok",NA,26,4903,1734,1976,NA,NA,NA,NA,"",0,""
"WA026","noaa-tree-2881.xml","./data_files/treering/measurements/northamerica/usa/wa026.rwl","ok",NA,28,6561,1607,1976,NA,NA,NA,NA,"",0,""
"WA029","noaa-tree-2882.xml","./data_files/treering/measurements/northamerica/usa/wa029.rwl","ok",NA,28,4910,1653,1976,NA,NA,NA,NA,"",0,""
"WA001","noaa-tree-2883.xml","./data_files/treering/measurements/northamerica/usa/wa001.rwl","ok",NA,24,3495,1822,1975,NA,NA,NA,NA,"",0,""
"WA038","noaa-tree-2884.xml","./data_files/treering/measurements/northamerica/usa/wa038.rwl","ok",NA,16,4627,1490,1975,NA,NA,NA,NA,"",0,""
"WA008","noaa-tree-2885.xml","./data_files/treering/measurements/northamerica/usa/wa008.rwl","ok",NA,22,3110,1791,1975,NA,NA,NA,NA,"",0,""
"CANA592","noaa-tree-28850.xml","./data_files/treering/measurements/northamerica/canada/cana592.rwl","ok",NA,29,8057,1570,1999,NA,NA,NA,NA,"",0,""
"CANA593","noaa-tree-28851.xml","./data_files/treering/measurements/northamerica/canada/cana593.rwl","ok",NA,22,5493,1692,1998,NA,NA,NA,NA,"",0,""
"CANA594","noaa-tree-28852.xml","./data_files/treering/measurements/northamerica/canada/cana594.rwl","ok",NA,32,6565,1729,2003,NA,NA,NA,NA,"",0,""
"CANA595","noaa-tree-28853.xml","./data_files/treering/measurements/northamerica/canada/cana595.rwl","ok",NA,17,3265,1746,1998,NA,NA,NA,NA,"",0,""
"CANA596","noaa-tree-28854.xml","./data_files/treering/measurements/northamerica/canada/cana596.rwl","ok",NA,28,7383,1606,1999,NA,NA,NA,NA,"",0,""
"CANA597","noaa-tree-28855.xml","./data_files/treering/measurements/northamerica/canada/cana597.rwl","ok",NA,105,30373,1229,2004,NA,NA,NA,NA,"",0,""
"CANA598","noaa-tree-28856.xml","./data_files/treering/measurements/northamerica/canada/cana598.rwl","ok",NA,33,6216,1746,2001,NA,NA,NA,NA,"",0,""
"CANA599","noaa-tree-28857.xml","./data_files/treering/measurements/northamerica/canada/cana599.rwl","ok",NA,23,5059,1667,1998,NA,NA,NA,NA,"",0,""
"CANA600","noaa-tree-28858.xml","./data_files/treering/measurements/northamerica/canada/cana600.rwl","ok",NA,189,40874,913,2001,NA,NA,NA,NA,"",0,""
"CANA601","noaa-tree-28859.xml","./data_files/treering/measurements/northamerica/canada/cana601.rwl","ok",NA,41,8035,1639,2005,NA,NA,NA,NA,"",0,""
"WA007","noaa-tree-2886.xml","./data_files/treering/measurements/northamerica/usa/wa007.rwl","ok",NA,22,2886,1794,1975,NA,NA,NA,NA,"",0,""
"CANA602","noaa-tree-28860.xml","./data_files/treering/measurements/northamerica/canada/cana602.rwl","ok",NA,34,5867,1676,2001,NA,NA,NA,NA,"",0,""
"CANA603","noaa-tree-28861.xml","./data_files/treering/measurements/northamerica/canada/cana603.rwl","ok",NA,25,3887,1651,1999,NA,NA,NA,NA,"",0,""
"CANA604","noaa-tree-28862.xml","./data_files/treering/measurements/northamerica/canada/cana604.rwl","ok",NA,64,16229,1573,2005,NA,NA,NA,NA,"",0,""
"CANA605","noaa-tree-28863.xml","./data_files/treering/measurements/northamerica/canada/cana605.rwl","ok",NA,27,5425,1595,2005,NA,NA,NA,NA,"",0,""
"CANA606","noaa-tree-28864.xml","./data_files/treering/measurements/northamerica/canada/cana606.rwl","ok",NA,34,7437,1567,2005,NA,NA,NA,NA,"",0,""
"CANA607","noaa-tree-28865.xml","./data_files/treering/measurements/northamerica/canada/cana607.rwl","ok",NA,30,6680,1659,1998,NA,NA,NA,NA,"",0,""
"CANA608","noaa-tree-28866.xml","./data_files/treering/measurements/northamerica/canada/cana608.rwl","ok",NA,54,10151,1665,2004,NA,NA,NA,NA,"",0,""
"CANA609","noaa-tree-28867.xml","./data_files/treering/measurements/northamerica/canada/cana609.rwl","ok",NA,222,19103,1821,2018,NA,NA,NA,NA,"",0,""
"WA035","noaa-tree-2887.xml","./data_files/treering/measurements/northamerica/usa/wa035.rwl","ok",NA,24,3416,1788,1976,NA,NA,NA,NA,"",0,""
"WA020","noaa-tree-2888.xml","./data_files/treering/measurements/northamerica/usa/wa020.rwl","ok",NA,20,3292,1710,1976,NA,NA,NA,NA,"",0,""
"WA033","noaa-tree-2889.xml","./data_files/treering/measurements/northamerica/usa/wa033.rwl","ok",NA,28,9317,1534,1976,NA,NA,NA,NA,"",0,""
"WA036","noaa-tree-2890.xml","./data_files/treering/measurements/northamerica/usa/wa036.rwl","ok",NA,22,3221,1772,1976,NA,NA,NA,NA,"",0,""
"WA030","noaa-tree-2891.xml","./data_files/treering/measurements/northamerica/usa/wa030.rwl","ok",NA,22,3484,1778,1976,NA,NA,NA,NA,"",0,""
"WA018","noaa-tree-2892.xml","./data_files/treering/measurements/northamerica/usa/wa018.rwl","ok",NA,16,1086,1887,1975,NA,NA,NA,NA,"",0,""
"WA015","noaa-tree-2893.xml","./data_files/treering/measurements/northamerica/usa/wa015.rwl","ok",NA,20,5723,1640,1975,NA,NA,NA,NA,"",0,""
"WA024","noaa-tree-2894.xml","./data_files/treering/measurements/northamerica/usa/wa024.rwl","ok",NA,28,5891,1700,1976,NA,NA,NA,NA,"",0,""
"WA032","noaa-tree-2895.xml","./data_files/treering/measurements/northamerica/usa/wa032.rwl","ok",NA,24,3763,1742,1976,NA,NA,NA,NA,"",0,""
"WA013","noaa-tree-2896.xml","./data_files/treering/measurements/northamerica/usa/wa013.rwl","ok",NA,18,3505,1623,1975,NA,NA,NA,NA,"",0,""
"WA012","noaa-tree-2897.xml","./data_files/treering/measurements/northamerica/usa/wa012.rwl","ok",NA,26,2919,1813,1975,NA,NA,NA,NA,"",0,""
"ID003","noaa-tree-2898.xml","./data_files/treering/measurements/northamerica/usa/id003.rwl","ok",NA,52,6341,1672,1975,NA,NA,NA,NA,"",0,""
"ID001","noaa-tree-2899.xml","./data_files/treering/measurements/northamerica/usa/id001.rwl","ok",NA,26,5276,1712,1976,NA,NA,NA,NA,"",0,""
"WA027","noaa-tree-2900.xml","./data_files/treering/measurements/northamerica/usa/wa027.rwl","ok",NA,30,13657,1397,1976,NA,NA,NA,NA,"",0,""
"WA004","noaa-tree-2901.xml","./data_files/treering/measurements/northamerica/usa/wa004.rwl","ok",NA,22,2746,1822,1975,NA,NA,NA,NA,"",0,""
"OR001","noaa-tree-2902.xml","./data_files/treering/measurements/northamerica/usa/or001.rwl","ok",NA,20,5378,1497,1975,NA,NA,NA,NA,"",0,""
"WA010","noaa-tree-2903.xml","./data_files/treering/measurements/northamerica/usa/wa010.rwl","ok",NA,20,4703,1653,1975,NA,NA,NA,NA,"",0,""
"WA034","noaa-tree-2904.xml","./data_files/treering/measurements/northamerica/usa/wa034.rwl","ok",NA,28,7236,1628,1976,NA,NA,NA,NA,"",0,""
"WA006","noaa-tree-2905.xml","./data_files/treering/measurements/northamerica/usa/wa006.rwl","ok",NA,22,3031,1807,1975,NA,NA,NA,NA,"",0,""
"WA019","noaa-tree-2906.xml","./data_files/treering/measurements/northamerica/usa/wa019.rwl","ok",NA,28,9425,1548,1976,NA,NA,NA,NA,"",0,""
"WA022","noaa-tree-2907.xml","./data_files/treering/measurements/northamerica/usa/wa022.rwl","ok",NA,20,4257,1708,1976,NA,NA,NA,NA,"",0,""
"CT003","noaa-tree-29070.xml","./data_files/treering/measurements/northamerica/usa/ct003.rwl","ok",NA,73,9812,1814,2015,NA,NA,NA,NA,"",0,""
"MA023","noaa-tree-29071.xml","./data_files/treering/measurements/northamerica/usa/ma023.rwl","ok",NA,56,7165,1841,2016,NA,NA,NA,NA,"",0,""
"MA024","noaa-tree-29072.xml","./data_files/treering/measurements/northamerica/usa/ma024.rwl","ok",NA,40,4961,1799,2015,NA,NA,NA,NA,"",0,""
"MA025","noaa-tree-29073.xml","./data_files/treering/measurements/northamerica/usa/ma025.rwl","ok",NA,43,5134,1850,2015,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/ma025.rwl, series DBR25A is entered as 2 separately terminated records that share no year: 1850-1965, 1970-2015. They have been read as one series with a 4-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"MA026","noaa-tree-29074.xml","./data_files/treering/measurements/northamerica/usa/ma026.rwl","ok",NA,65,9139,1813,2014,NA,NA,NA,NA,"",0,""
"MA027","noaa-tree-29075.xml","./data_files/treering/measurements/northamerica/usa/ma027.rwl","ok",NA,43,5294,1828,2015,NA,NA,NA,NA,"",0,""
"MA028","noaa-tree-29076.xml","./data_files/treering/measurements/northamerica/usa/ma028.rwl","ok",NA,37,7130,1761,2015,NA,NA,NA,NA,"",0,""
"MA029","noaa-tree-29077.xml","./data_files/treering/measurements/northamerica/usa/ma029.rwl","ok",NA,30,4351,1804,2015,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/ma029.rwl, series MBL32B is entered as 2 separately terminated records that share no year: 1804-1950, 1953-1977. They have been read as one series with a 2-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"MA030","noaa-tree-29078.xml","./data_files/treering/measurements/northamerica/usa/ma030.rwl","ok",NA,56,7149,1790,2014,NA,NA,NA,NA,"",0,""
"MA031","noaa-tree-29079.xml","./data_files/treering/measurements/northamerica/usa/ma031.rwl","ok",NA,83,11440,1802,2014,NA,NA,NA,NA,"",0,""
"WA023","noaa-tree-2908.xml","./data_files/treering/measurements/northamerica/usa/wa023.rwl","ok",NA,18,3677,1748,1976,NA,NA,NA,NA,"",0,""
"MA032","noaa-tree-29080.xml","./data_files/treering/measurements/northamerica/usa/ma032.rwl","ok",NA,37,4409,1854,2016,NA,NA,NA,NA,"",0,""
"MA033","noaa-tree-29081.xml","./data_files/treering/measurements/northamerica/usa/ma033.rwl","ok",NA,42,4159,1873,2015,NA,NA,NA,NA,"",0,""
"MA034","noaa-tree-29082.xml","./data_files/treering/measurements/northamerica/usa/ma034.rwl","ok",NA,41,3112,1883,2015,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/ma034.rwl, series WHD17C is entered as 2 separately terminated records that share no year: 1900-1949, 1960-2015. They have been read as one series with a 10-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"MA035","noaa-tree-29083.xml","./data_files/treering/measurements/northamerica/usa/ma035.rwl","ok",NA,92,10229,1803,2014,NA,NA,NA,NA,"",0,""
"ME039","noaa-tree-29084.xml","./data_files/treering/measurements/northamerica/usa/me039.rwl","ok",NA,81,9455,1859,2014,NA,NA,NA,NA,"",2,"In ./data_files/treering/measurements/northamerica/usa/me039.rwl, series TII16b is entered as 2 separately terminated records that share no year: 1864-1889, 1903-2002. They have been read as one series with a 13-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/me039.rwl, series TII21a is entered as 2 separately terminated records that share no year: 1879-1925, 1950-2002. They have been read as one series with a 24-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"ME040","noaa-tree-29085.xml","./data_files/treering/measurements/northamerica/usa/me040.rwl","ok",NA,75,6648,1872,2014,NA,NA,NA,NA,"",0,""
"ME041","noaa-tree-29086.xml","./data_files/treering/measurements/northamerica/usa/me041.rwl","ok",NA,41,4408,1846,2016,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/me041.rwl, series TLH17B is entered as 2 separately terminated records that share no year: 1904-1944, 1949-2016. They have been read as one series with a 4-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"NH007","noaa-tree-29087.xml","./data_files/treering/measurements/northamerica/usa/nh007.rwl","ok",NA,39,5502,1813,2015,NA,NA,NA,NA,"",0,""
"NJ010","noaa-tree-29088.xml","./data_files/treering/measurements/northamerica/usa/nj010.rwl","ok",NA,69,8552,1845,2015,NA,NA,NA,NA,"",0,""
"NJ011","noaa-tree-29089.xml","./data_files/treering/measurements/northamerica/usa/nj011.rwl","ok",NA,63,7834,1764,2015,NA,NA,NA,NA,"",0,""
"WA025","noaa-tree-2909.xml","./data_files/treering/measurements/northamerica/usa/wa025.rwl","ok",NA,30,9274,1586,1976,NA,NA,NA,NA,"",0,""
"NY050","noaa-tree-29090.xml","./data_files/treering/measurements/northamerica/usa/ny050.rwl","ok",NA,41,3367,1907,2016,NA,NA,NA,NA,"",0,""
"RI001","noaa-tree-29091.xml","./data_files/treering/measurements/northamerica/usa/ri001.rwl","ok",NA,42,2840,1866,2015,NA,NA,NA,NA,"",0,""
"WA041","noaa-tree-2910.xml","./data_files/treering/measurements/northamerica/usa/wa041.rwl","ok",NA,26,14202,1321,1976,NA,NA,NA,NA,"",0,""
"WA005","noaa-tree-2911.xml","./data_files/treering/measurements/northamerica/usa/wa005.rwl","ok",NA,22,3277,1800,1975,NA,NA,NA,NA,"",0,""
"WA002","noaa-tree-2912.xml","./data_files/treering/measurements/northamerica/usa/wa002.rwl","ok",NA,24,2836,1825,1975,NA,NA,NA,NA,"",0,""
"WA017","noaa-tree-2913.xml","./data_files/treering/measurements/northamerica/usa/wa017.rwl","ok",NA,20,5325,1420,1975,NA,NA,NA,NA,"",0,""
"WA040","noaa-tree-2914.xml","./data_files/treering/measurements/northamerica/usa/wa040.rwl","ok",NA,16,3337,1605,1976,NA,NA,NA,NA,"",0,""
"ID002","noaa-tree-2915.xml","./data_files/treering/measurements/northamerica/usa/id002.rwl","ok",NA,28,7342,1672,1976,NA,NA,NA,NA,"",0,""
"WA021","noaa-tree-2916.xml","./data_files/treering/measurements/northamerica/usa/wa021.rwl","ok",NA,28,5013,1668,1976,NA,NA,NA,NA,"",0,""
"WA009","noaa-tree-2917.xml","./data_files/treering/measurements/northamerica/usa/wa009.rwl","ok",NA,16,3426,1695,1975,NA,NA,NA,NA,"",0,""
"AK173","noaa-tree-29170.xml","./data_files/treering/measurements/northamerica/usa/ak173.rwl","ok",NA,38,1734,1950,2016,NA,NA,NA,NA,"",0,""
"WA014","noaa-tree-2918.xml","./data_files/treering/measurements/northamerica/usa/wa014.rwl","ok",NA,26,6770,1538,1975,NA,NA,NA,NA,"",0,""
"WA016","noaa-tree-2919.xml","./data_files/treering/measurements/northamerica/usa/wa016.rwl","ok",NA,22,4587,1682,1975,NA,NA,NA,NA,"",0,""
"CANA209","noaa-tree-2920.xml","./data_files/treering/measurements/northamerica/canada/cana209.rwl","ok",NA,22,4244,1713,2001,NA,NA,NA,NA,"",0,""
"AUSL022","noaa-tree-2921.xml","./data_files/treering/measurements/australia/ausl022.rwl","ok",NA,23,7811,1542,1992,NA,NA,NA,NA,"",0,""
"AUSL023","noaa-tree-2922.xml","./data_files/treering/measurements/australia/ausl023.rwl","ok",NA,23,10602,1058,1992,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/australia/ausl023.rwl, series LML07' is entered as 2 separately terminated records that share no year: 1105-1565, 1580-1992. They have been read as one series with a 14-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CANA210","noaa-tree-2923.xml","./data_files/treering/measurements/northamerica/canada/cana210.rwl","ok",NA,40,7936,1634,1997,NA,NA,NA,NA,"",0,""
"CA555","noaa-tree-2924.xml","./data_files/treering/measurements/northamerica/usa/ca555.rwl","ok",NA,31,13563,1177,1988,NA,NA,NA,NA,"",0,""
"NC016","noaa-tree-2925.xml","./data_files/treering/measurements/northamerica/usa/nc016.rwl","ok",NA,30,7698,1650,1986,NA,NA,NA,NA,"",0,""
"CANA7","noaa-tree-2926.xml","./data_files/treering/measurements/northamerica/canada/cana7rw.rwl","ok",NA,9,482,1938,1994,NA,NA,NA,NA,"",0,""
"CANA8","noaa-tree-2927.xml","./data_files/treering/measurements/northamerica/canada/cana8rw.rwl","ok",NA,7,511,1919,1994,NA,NA,NA,NA,"",0,""
"NC028","noaa-tree-29272.xml","./data_files/treering/measurements/northamerica/usa/nc028l.rwl","ok",NA,69,7644,1740,2018,NA,NA,NA,NA,"",0,""
"OR081","noaa-tree-2928.xml","./data_files/treering/measurements/northamerica/usa/or081.rwl","ok",NA,65,13506,1420,2000,NA,NA,NA,NA,"",0,""
"MORC011","noaa-tree-2933.xml","./data_files/treering/measurements/africa/morc011.rwl","ok",NA,39,9701,1549,1984,NA,NA,NA,NA,"",0,""
"MORC013","noaa-tree-2937.xml","./data_files/treering/measurements/africa/morc013.rwl","ok",NA,28,2951,1845,1984,NA,NA,NA,NA,"",0,""
"MORC012","noaa-tree-2938.xml","./data_files/treering/measurements/africa/morc012.rwl","ok",NA,14,2464,1748,1984,NA,NA,NA,NA,"",0,""
"CANA029","noaa-tree-2939.xml","./data_files/treering/measurements/northamerica/canada/cana029.rwl","ok",NA,58,14825,1570,1977,NA,NA,NA,NA,"",0,""
"SC003","noaa-tree-2940.xml","./data_files/treering/measurements/northamerica/usa/sc003.rwl","ok",NA,33,3816,1684,1973,NA,NA,NA,NA,"",0,""
"NM529","noaa-tree-2941.xml","./data_files/treering/measurements/northamerica/usa/nm529.rwl","ok",NA,13,2852,1652,1978,NA,NA,NA,NA,"",0,""
"WV032","noaa-tree-29414.xml","./data_files/treering/measurements/northamerica/usa/wv032.rwl","ok",NA,60,5942,1876,2016,NA,NA,NA,NA,"",0,""
"NM520","noaa-tree-2942.xml","./data_files/treering/measurements/northamerica/usa/nm520.rwl","ok",NA,14,2945,1540,1978,NA,NA,NA,NA,"",0,""
"NM512","noaa-tree-2943.xml","./data_files/treering/measurements/northamerica/usa/nm512.rwl","ok",NA,5,970,1660,1977,NA,NA,NA,NA,"",0,""
"NM503","noaa-tree-2944.xml","./data_files/treering/measurements/northamerica/usa/nm503.rwl","ok",NA,15,5483,1487,1978,NA,NA,NA,NA,"",0,""
"AR058","noaa-tree-2945.xml","./data_files/treering/measurements/northamerica/usa/ar058.rwl","ok",NA,49,9387,1679,1992,NA,NA,NA,NA,"",0,""
"NM545","noaa-tree-2946.xml","./data_files/treering/measurements/northamerica/usa/nm545.rwl","ok",NA,4,594,1760,1978,NA,NA,NA,NA,"",0,""
"NM537","noaa-tree-2947.xml","./data_files/treering/measurements/northamerica/usa/nm537.rwl","ok",NA,13,2101,1570,1978,NA,NA,NA,NA,"",0,""
"CO509","noaa-tree-2948.xml","./data_files/treering/measurements/northamerica/usa/co509.rwl","ok",NA,20,6876,1373,1978,NA,NA,NA,NA,"",0,""
"ME010","noaa-tree-2949.xml","./data_files/treering/measurements/northamerica/usa/me010.rwl","ok",NA,36,7515,1667,1977,NA,NA,NA,NA,"",0,""
